,headline,category,authors,date,topic
1003,Lou Dobbs Fumes Over The GOP's 'Utter Disregard' Of Trump's 'Right To Loyalty',POLITICS,Josephine Harvey,2021-01-15,republicans
1004,Democrats Call For Fast-Tracking Citizenship For Undocumented Essential Workers,POLITICS,Sarah Ruiz-Grossman,2021-01-15,democrats
1005,How Joe Biden Could Make Monthly Checks A Thing,POLITICS,Arthur Delaney,2021-01-15,biden
1006,Anderson Cooper Hits Trump With A Hard Truth About How He'll Go Down In History,POLITICS,Josephine Harvey,2021-01-14,trump
1007,Josh Hawley Says He Will Not Be Intimidated By Mob That Cheered For Him,POLITICS,Arthur Delaney,2021-01-14,rep
1008,Federal Court Lifts Stay Of Execution For Two Men Scheduled To Die This Week,POLITICS,Melissa Jeltsen,2021-01-14,court
1009,Rep. Tim Ryan Says Capitol Police Leadership Not Being Transparent With Lawmakers,POLITICS,Sanjana Karanth,2021-01-14,rep
1010,Trump Endures Second Impeachment Alone And Silent,POLITICS,"Jonathan Lemire, Jill Colvin and Zeke Miller, AP",2021-01-14,trump
1011,"Secret Service Barred From Jared And Ivanka's Bathrooms Rented A Toilet For $3,000 A Month",POLITICS,Jeremy Blum,2021-01-14,rep
1012,'Fox & Friends' Hosts Debate Trump's Impeachment In Back-And-Forth Dispute,POLITICS,Jeremy Blum,2021-01-13,trump
1013,U.S. Hits Record Coronavirus Deaths In A Single Day — Again,POLITICS,Sarah Ruiz-Grossman,2021-01-13,rep
1014,Sen. Mitch McConnell Won't Convene Senate This Week For Impeachment Trial,POLITICS,"David Morgan and Richard Cowan, Reuters",2021-01-13,court
1015,GOP Refuses To Follow New Capitol Safety Rules In Aftermath Of Riot,POLITICS,Sanjana Karanth and Matt Fuller,2021-01-13,republicans
1016,"Shirtless, Horned Capitol Rioter Jake Angeli Demands Organic Food In Jail",POLITICS,Ed Mazza,2021-01-12,capitol
1017,There Is No Unity Without Accountability,POLITICS,Zachary D. Carter,2021-01-12,biden
1018,Justices Say Women Must Obtain Abortion Pill In Person During Pandemic,POLITICS,"Mark Sherman, AP",2021-01-12,court
1019,House Members To Be Fined For Not Wearing Face Masks,POLITICS,Amanda Terkel and Matt Fuller,2021-01-12,biden
1020,Pelosi Describes Harrowing Moments From Insurrection: A 'Violation Of The Capitol’,POLITICS,Sanjana Karanth,2021-01-11,capitol
1021,At Least 9 GOP Lawmakers Refused To Wear Masks During The Capitol Lockdown,POLITICS,Amanda Terkel,2021-01-11,republicans
1022,"Senator Roy Blunt Calls Trump's Actions 'Reckless,' But Won't Call On Him To Resign",POLITICS,Nina Golgowski,2021-01-10,republicans
1023,"Rifle-Toting Militia Men Rail Against Mitch McConnell In Kentucky, Hail D.C. Rioters",POLITICS,Mary Papenfuss,2021-01-10,rep
1024,Mike Pence -- But Not Trump -- Will Attend Joe Biden's Inauguration: Reports,POLITICS,Dominique Mosbergen,2021-01-10,rep
1025,Former Federal Prosecutor Fears Trump Could Pardon Capitol Rioters,POLITICS,Mary Papenfuss,2021-01-10,Ex-Prosecutor
1026,Democrats Gain Momentum In Push To Impeach Trump Over Capitol Mob Attack,POLITICS,"Joseph Ax and Richard Cowan, Reuters",2021-01-10,democrats
1027,Republican Senator Pat Toomey Says Trump Should Resign,POLITICS,Nina Golgowski,2021-01-10,republicans
1028,Fox News’ Mocking Of ‘Crybaby’ Democrats Has Not Aged Well In Scathing Supercut,POLITICS,Lee Moran,2021-01-09,democrats
1029,Fired Trump Official's Ominous Warning: 'There Will Be More Bloodshed' Before Inauguration,POLITICS,Lee Moran,2021-01-09,rep
1030,'Better Late Than Never': Account Reposting Trump Tweets Verbatim Reacts To Twitter Ban,POLITICS,Jeremy Blum,2021-01-09,rep
1031,"Trump Was 'Delighted' His Supporters Stormed The Capitol, Says GOP Sen. Ben Sasse",POLITICS,Mary Papenfuss,2021-01-09,capitol
1032,Rudy Giuliani Self-Owns With A Question After Donald Trump’s Twitter Ban,POLITICS,Lee Moran,2021-01-09,rep
1033,Wall Street Journal Board Calls For Trump To Resign Over 'Impeachable' Acts,POLITICS,Josephine Harvey,2021-01-08,trump
1034,"Mary Trump To Lawmakers: Ignore 'Performative' Trump Speech, He Must Be Impeached",POLITICS,Josephine Harvey,2021-01-08,biden
1035,Joaquin Castro: Ban Donald Trump’s Name From Ever Gracing A Federal Building,POLITICS,Lee Moran,2021-01-08,rep
1036,Donald Trump’s Years Of Violent Rhetoric Laid Bare In Damning Supercut,POLITICS,Lee Moran,2021-01-08,rep
1037,Chris Cuomo Shreds Trump White House Staffers Now ‘Running For The Exits’,POLITICS,Lee Moran,2021-01-08,biden
1038,The Capitol Riot Crystalizes 4 Years Of American Decline,POLITICS,Emily Peck,2021-01-08,capitol
1039,A Very Republican Riot,POLITICS,Zachary D. Carter,2021-01-07,republicans
1040,Kansas City Star Rebukes Josh Hawley's Role In Insurrection: 'Blood On His Hands',POLITICS,"Steve Gorman, Reuters",2021-01-07,rep
1041,"Facebook, Twitter Finally Remove Trump Posts For Encouraging Violent Mob",POLITICS,Nick Visser,2021-01-07,trump
1042,GOP Senator Says He's 'Never Seen' Mike Pence Angrier At Trump,POLITICS,Jenna Amatulli,2021-01-07,republicans
1043,'Read The Room': Tiffany Trump Stuns With Birthday Tweet Amid Capitol Violence,POLITICS,Josephine Harvey,2021-01-07,capitol
1044,John Lewis Honored On Twitter As Georgia Makes Senate History: He's 'Smiling Down',POLITICS,Kimberley Richards,2021-01-06,biden
1045,"Back In July, Trump Demanded Capitol Protesters Serve 10 Years In Prison",POLITICS,David Moye,2021-01-06,trump
1046,Biden Names Merrick Garland As Attorney General Nominee,POLITICS,Ryan J. Reilly,2021-01-06,biden
1047,Republicans Condemn Violent Insurrection At The Capitol They Helped Foment,POLITICS,Travis Waldron and Paul Blumenthal,2021-01-06,republicans
1048,"Rioters Breach Nancy Pelosi's Offices, Put Feet On Desks, Leave Menacing Note",POLITICS,Josephine Harvey and Christy Havranek,2021-01-06,democrats
1049,Scotland’s Leader Explains Why Donald Trump Can’t Visit After His Term Ends,POLITICS,Lee Moran,2021-01-06,rep
1050,Flabbergasted CNN Fact-Checker Has Damning Theory About Trump's Brain,POLITICS,Ed Mazza,2021-01-05,biden
1051,"Biden, Trump Warn Of High Stakes For Georgia Senate Runoffs",POLITICS,"Bill Barrow, Will Weissert and Jeff Amy, AP",2021-01-05,biden
1052,Lou Dobbs Wonders Why It's Been So Hard 'Finding Actual Proof' Of Election Fraud,POLITICS,Josephine Harvey,2021-01-05,election
1053,Anderson Cooper Lays A Big Donald Trump Myth To Rest Once And For All,POLITICS,Lee Moran,2021-01-05,biden
1054,Paul Ryan Shreds 'Anti-Democratic' GOP Effort To Toss Election Results,POLITICS,Curtis M. Wong,2021-01-04,rep
1055,7 House GOPers Say They Won’t Support Republican Efforts To Undermine Election,POLITICS,Nick Visser,2021-01-04,election
1056,Fox News Panelist Laughed At For Defending Trump's Call To Raffensperger,POLITICS,Ron Dicker,2021-01-04,rep
1057,Perdue Calls It 'Disgusting' That Georgia Official Recorded Call With Trump,POLITICS,Lydia O'Connor,2021-01-04,rep
1058,Rep. Louie Gohmert Backpedals On 'Be Violent' Comments After Election Lawsuit Loss,POLITICS,Mary Papenfuss,2021-01-03,republicans
1059,Trade Adviser Peter Navarro Astoundingly Claims Inauguration Day Can Be Postponed,POLITICS,Mary Papenfuss,2021-01-03,rep
1060,Carl Bernstein Says Latest Trump Tapes Are 'Far Worse' Than Watergate,POLITICS,Josephine Harvey,2021-01-03,biden
1061,Trump Rages Over His Own Administration's COVID-19 Death Toll: 'Fake News',POLITICS,Hayley Miller,2021-01-03,trump
1062,Mike Pence 'Welcomes' GOP Efforts To Disrupt Voters' Choice For President,POLITICS,Mary Papenfuss,2021-01-03,republicans
1063,GOP Fissures Over Trump's Electoral College Challenge Of Biden,POLITICS,"Lisa Mascaro and Mary Clare Jalonick, AP",2021-01-02,republicans
1064,Amy Klobuchar To Ted Cruz And Other GOP Senators Blocking Biden Certification: 'Please Get A Grip',POLITICS,Jeremy Blum,2021-01-02,republicans
1065,U.S.-Backed Airstrikes Are Killing People In Yemen. This Is Their Impact.,POLITICS,Akbar Shahid Ahmed,2021-01-02,war
1066,Senate Overrides Trump's Veto Of Defense Bill,POLITICS,"Matthew Daly, AP",2021-01-01,biden
1067,"In Dueling New Year Messages, Trump Reflects, Biden Looks Ahead",POLITICS,"Jeff Mason and David Morgan, Reuters",2021-01-01,biden
1068,Ex-Defense Secretary Slams Trump's Hold On GOP: 'Maybe It's Time For A New Party',POLITICS,Jeremy Blum,2021-01-01,republicans
1069,Fauci: COVID-19 Vaccine Mandates For Travel And School 'Quite Possible' In Future,POLITICS,Jeremy Blum,2021-01-01,rep
1070,"Lindsey Graham Calls For Stand-Alone Vote On $2,000 Stimulus Checks",POLITICS,Hayley Miller,2020-12-31,vote
1071,Biden To Host Inauguration Eve Memorial To Lives Lost From COVID-19,POLITICS,Sara Boboltz,2020-12-31,biden
1072,"Census Bureau To Miss Deadline, Jeopardizing Trump Plan",POLITICS,"Mike Schneider, AP",2020-12-30,biden
1073,COVID-19 Vaccine Rollout Is Way Behind Schedule. Should We Worry?,POLITICS,Jonathan Cohn,2020-12-30,biden
1074,Arizona GOP's Trump Painting Reminds Twitter Users Of Famous Traitor Benedict Arnold,POLITICS,David Moye,2020-12-29,rep
1075,CNN Fact-Checker Checks Donald Trump Jr. With Actual Facts,POLITICS,David Moye,2020-12-29,rep
1076,Trump Mocked For Posting Campaign Ad 7 Weeks After Losing Election,POLITICS,David Moye,2020-12-28,trump
1077,Trump's D.C. Hotel Appears To Concede Election By Unblocking Hotel Rooms,POLITICS,David Moye,2020-12-28,rep
1078,Dan Rather Rips 'Abject Cruelty' Of Trump's 'Malignant Ego' As Jobless Benefits Expire,POLITICS,Mary Papenfuss,2020-12-27,trump
1079,Bernie Sanders: Trump Needs To Stop 'Diddling Around' On COVID-19 Relief Bill,POLITICS,Jeremy Blum,2020-12-27,democrats
1080,Trump's Presidency Is Over. His Judges Will Be Here For Decades.,POLITICS,Jennifer Bendery,2020-12-26,court
1081,Sidney Powell's Key Election Witness Is A Pro-Trump Podcaster Once Sued For Fraud: Report,POLITICS,Mary Papenfuss,2020-12-26,rep
1082,Trump Mocked After He Claims Twitter Censorship Leads To Communism,POLITICS,David Moye,2020-12-25,trump
1083,"Trump's Post-Election Pardons List: War Criminals, Crooked Politicians And Family",POLITICS,"Akbar Shahid Ahmed, Elise Foley, Nina Golgowski, and George Zornick",2020-12-24,war
1084,"Latest Round Of Trump Clemency Benefits Manafort, Other Cronies",POLITICS,"Eric Tucker, AP",2020-12-24,biden
1085,Jared Kushner Played Key Role In White House Pardon 'Free-For-All',POLITICS,"Hunter Walker, Yahoo News",2020-12-24,rep
1086,Newt Gingrich Makes Bonkers Claim About Trump's COVID-19 Pandemic Response,POLITICS,Ron Dicker,2020-12-23,rep
1087,"Deborah Birx, White House COVID-19 Response Coordinator, Says She Will Retire",POLITICS,"Aamer Madhani and Brian Slodysko, AP",2020-12-22,rep
1088,Joe Biden Blames Russia For Huge SolarWinds Hack,POLITICS,Akbar Shahid Ahmed,2020-12-22,biden
1089,Ex-Trump Adviser Silences MyPillow Guy's Dominion Hogwash On Newsmax,POLITICS,Ron Dicker,2020-12-22,biden
1090,Newsmax And Pro-Trump Media Walk Back Voting Conspiracies After Legal Threat,POLITICS,Nick Robins-Early,2020-12-21,vote
1091,Pastors: Kelly Loeffler's Smear Of Rev. Raphael Warnock Is Broad Assault On The Black Church,POLITICS,Mary Papenfuss,2020-12-21,rep
1092,"Chris Wallace Defends Jill Biden's 'Dr.' Title, Calls Out His Fox News Colleagues",POLITICS,Josephine Harvey,2020-12-21,democrats
1093,Trump Campaign Files New Petition With Supreme Court To Overturn Pa. Election Results,POLITICS,"JILL COLVIN and MARC LEVY, AP",2020-12-21,election
1094,Reports: Trump Alarms Aides As He Mulls Naming QAnon Lawyer Sidney Powell As Special Counsel,POLITICS,Mary Papenfuss,2020-12-20,trump
1095,"Congress Finally Reaches Deal On COVID-19 Relief With Stimulus Checks, Jobless Benefits",POLITICS,"Matt Fuller, Arthur Delaney, and Tara Golshan",2020-12-20,biden
1096,Lou Dobbs' Vote Fraud Lies Debunked On His Program After Legal Threat By Vote Tech Firm,POLITICS,Mary Papenfuss,2020-12-20,vote
1097,"Bernie Sanders: Trump's An 'Authoritarian,' But Also 'A Reflection Of The Democratic Party'",POLITICS,Jeremy Blum,2020-12-19,democrats
1098,Kushner Helped Launch Shell Company That Paid Campaign Funds To Trump Family: Report,POLITICS,Mary Papenfuss,2020-12-19,rep
1099,Ohio Quietly Passes A Bill That Could Bankrupt Churches Linked To Fossil Fuel Protests,POLITICS,Alexander C. Kaufman,2020-12-19,rep
1100,Arnold Schwarzenegger: 'Biden Was Successful Because He Appeared To Be In The Center',POLITICS,Jeremy Blum,2020-12-19,rep
1101,Warp Speed General Sorry For 'Miscommunication' Over Vaccine Shipments,POLITICS,"Ed White and Jill Colvin, AP",2020-12-19,rep
1102,Brianna Keilar Hits Pearl-Clutching Republicans With A Very Long List Of Trump's Insults,POLITICS,Lee Moran,2020-12-19,republicans
1103,Joe Biden: Pope Francis Has Been 'Very Generous' To My Family,POLITICS,Carol Kuruvilla,2020-12-18,rep
1104,Meet The Progressives Joe Biden Could Put In Key Foreign Policy Jobs,POLITICS,Akbar Shahid Ahmed,2020-12-18,democrats
1105,"To Reform Police, Biden Judicial Nominees Must Come From Beyond Prosecutor's Table",POLITICS,Ryan J. Reilly,2020-12-18,biden
1106,Sweden’s King Carl XVI Gustaf: ‘We Have Failed’ With Light-Touch COVID-19 Policy,POLITICS,"Andrew Heavens, Reuters",2020-12-18,rep
1107,Marco Rubio Mocked For Being Triggered By Biden Official's Comment,POLITICS,David Moye,2020-12-17,rep
1108,Brian Williams Blasts Trump For Obsessing Over Water Pressure Instead Of COVID-19,POLITICS,Jeremy Blum,2020-12-17,trump
1109,MSNBC's Chris Hayes Defines Trump’s COVID-19 Failings With Damning 4-Word Epithet,POLITICS,Lee Moran,2020-12-17,rep
1110,Mike Pence Gets A Fact Check After Calling COVID-19 Vaccine A 'Medical Miracle',POLITICS,Lee Moran,2020-12-16,rep
1111,Tucker Carlson Snarks That Jill Biden Is A Doctor 'In The Same Sense Dr. Pepper Is',POLITICS,Ron Dicker,2020-12-16,biden
1112,Twitter Users Mock Trump For Griping About 'Endless Negative' Ads On Fox News,POLITICS,David Moye,2020-12-16,trump
1113,LGBTQ-Owned Kilt Company Slams Proud Boys For Appropriating Their Designs,POLITICS,Curtis M. Wong,2020-12-16,rep
1114,Washington State Elector With Terminal Health Issue Tears Up After Voting For Biden,POLITICS,Curtis M. Wong,2020-12-15,biden
1115,Voting System Company Goes After Right-Wing Media Over False Stories,POLITICS,Ryan Grenoble,2020-12-15,vote
1116,How Progressives Failed A Key Test In The Heartland,POLITICS,Daniel Marans,2020-12-15,rep
1117,We Need A National Day Of Mourning For COVID-19 Victims,POLITICS,Sarah Ruiz-Grossman,2020-12-15,biden
1118,Fox Host Asks Trump Aide Why Lawsuits Failed: 'Do You Have The Worst Legal Team?',POLITICS,Josephine Harvey,2020-12-15,rep
1119,William Barr Resigns After DOJ Throws Cold Water On Voter Fraud Claims,POLITICS,"Nick Visser, Ryan J. Reilly, and Nina Golgowski",2020-12-14,Ex-Prosecutor
1120,GOP Congressman-Elect Praises Maskless Trump Supporters: 'This Is A Phony Pandemic',POLITICS,Dominique Mosbergen,2020-12-13,republicans
1121,Former Cuomo Aide Accuses N.Y. Governor Of Sexual Harassment,POLITICS,Nina Golgowski,2020-12-13,biden
1122,Alex Jones Vows Biden 'Will Be Removed One Way Or Another' At Pro-Trump Rally,POLITICS,Nina Golgowski,2020-12-13,biden
1123,America’s Eviction Crisis Is A Public Health Disaster Waiting To Happen,POLITICS,Michael Hobbes,2020-12-12,biden
1124,Texas GOP Boss Hints At Secession After Supreme Court Drop-Kicks Election Suit,POLITICS,Mary Papenfuss,2020-12-12,republicans
1125,Jill Biden Spokesman Snaps Back At Wall Street Journal For Editorial On 'Dr.' Title,POLITICS,Sara Boboltz,2020-12-12,rep
1126,Trump Named 'Loser Of The Year' By German News Magazine Der Spiegel,POLITICS,Mary Papenfuss,2020-12-12,trump
1127,Biden Transition Team Won’t Commit To Asian American Cabinet Secretary,POLITICS,Kevin Robillard,2020-12-11,biden
1128,Body Camera Footage Shows Florida Cops' Raid On COVID-19 Data Scientist's Home,POLITICS,Ryan Grenoble,2020-12-11,rep
1129,Twitter Users Erupt Over Trump's 'Just Want To Stop The World From Killing Itself’ Claim,POLITICS,Lee Moran,2020-12-11,trump
1130,Hunter Biden Prosecutor Convicted A Fundraiser Who Talked Up His Joe Biden Ties,POLITICS,Ryan J. Reilly,2020-12-10,biden
1131,Republicans Back Trump’s Election Lies To Please Their Base,POLITICS,Kevin Robillard and Paul Blumenthal,2020-12-10,republicans
1132,Nevada's Top Court Rejects Trump Campaign's Appeal To Overturn Election Results,POLITICS,"Aakriti Bhalla, Reuters",2020-12-09,court
1133,Biden's Health Agenda Starts With Reversing Everything Trump Did In The Last 4 Years,POLITICS,Jonathan Cohn and Jeffrey Young,2020-12-09,rep
1134,Harvard Law Professor Hits Donald Trump With The Cold Truth: ‘You Are A Loser’,POLITICS,Lee Moran,2020-12-09,trump
1135,Trump: Millions Of Americans Getting COVID-19 Is 'Terrific' And A 'Powerful Vaccine',POLITICS,Josephine Harvey,2020-12-09,trump
1136,Melania Trump Slammed For Unveiling New Tennis Pavilion Amid COVID-19 Surge,POLITICS,Josephine Harvey,2020-12-08,biden
1137,Dan Rather Has A Pithy Putdown For Donald Trump's Postelection Antics,POLITICS,Lee Moran,2020-12-08,biden
1138,Lou Dobbs Explodes On Stephen Miller In A Bonkers Meltdown,POLITICS,Ron Dicker,2020-12-08,rep
1139,Tribes Want Deb Haaland For Interior Secretary. Some Biden Advisers Are Trying To Thwart Her.,POLITICS,Jennifer Bendery,2020-12-07,biden
1140,Florida Police Raid House Of COVID-19 Whistleblower Rebekah Jones,POLITICS,Lydia O'Connor,2020-12-07,biden
1141,This Is How Trump’s Executions Are Spreading The Coronavirus,POLITICS,Melissa Jeltsen and Jessica Schulberg,2020-12-07,trump
1142,New Jersey Governor Lashes Rep. Matt 'Putz' Gaetz Over Potential Superspreader Event,POLITICS,Mary Papenfuss,2020-12-06,rep
1143,Trump Presses Own Election Grievances At Rally For Georgia Senators,POLITICS,"Aamer Madhani, Ben Nadler and Zeke Miller, AP",2020-12-06,trump
1144,"RNC Reportedly Dropped $300,000 To Buy Donald Trump Jr.'s Latest Book",POLITICS,Mary Papenfuss,2020-12-05,republicans
1145,"Lara Trump Hit With The Cold, Hard Truth After Latest Reality-Denying Election Claim",POLITICS,Lee Moran,2020-12-05,rep
1146,Georgia GOP Senators Get The Grinch Treatment In Damning New Attack Ad,POLITICS,Lee Moran,2020-12-05,republicans
1147,Twitter Users Have Some Mocking Title Ideas For Melania Trump's Reported Memoir,POLITICS,Lee Moran,2020-12-05,rep
1148,Trump Campaign Committees Spent $1.1 Million On Trump Properties In Last Weeks: Report,POLITICS,Mary Papenfuss,2020-12-05,rep
1149,Kellyanne Conway: 'It Looks Like Joe Biden And Kamala Harris Will Prevail',POLITICS,David Moye,2020-12-04,democrats
